,author,count
2227,"Wigram, Edgar Thomas Ainger",1
2228,"Waring, George E. (George Edwin)",1
2229,"Mitchell, C. Ainsworth (Charles Ainsworth)",1
2230,"O'Shaughnessy, Edith",1
2231,"Fox, Frances Margaret",1
2232,"Lane, George Martin",1
2233,"White, James",1
2234,"Archer, Effie Archer",1
2235,"Hole, S. Reynolds (Samuel Reynolds)",1
2236,"Arnott, Samuel",1
2237,"À Beckett, Gilbert Abbott",1
2238,"Taylor, Meadows",1
2239,"Godfrey, Elizabeth",1
2240,"Haldane, Elizabeth Sanderson",1
2241,"Lyons, A. Neil (Albert Neil)",1
2242,"McKenna, Stephen",1
2243,"Knox, Thomas Wallace",1
2244,"Meynell, Everard",1
2245,"Lewis, Isabel Martin",1
2246,"Sun, Yat-sen",1
2247,"Durston, George",1
2248,"Durham, Robert Lee",1
2249,"Booth, Maud Ballington",1
2250,"Hanson, Joseph Mills",1
2251,"Bond, A. Russell (Alexander Russell)",1
2252,"Terry, Ellen",1
2253,"Boynton, Percy Holmes",1
2254,"Waite, Fred",1
2255,"Gibson, George Herbert",1
2256,"Aimard, Gustave",1
2257,"Francillon, R. E. (Robert Edward)",1
2258,"Wallace, Robert ; Smith, John Campbell",1
2259,"Baker, Emilie K. (Emilie Kip)",1
2260,"Rennie, James",1
2261,"Adams, Katharine",1
2262,"Grove, Harriet Pyne",1
2263,"Garnier, Jules ; Le Roux, Hugues",1
2264,"Ely, Helena Rutherfurd",1
2265,"Martinek, Frank V. (Frank Victor)",1
2266,"Clemenceau, Georges",1
2267,"Roberts, Morley",1
2268,"Crane, J. T. (Jonathan Townley)",1
2269,"La Fayette, Madame de (Marie-Madeleine Pioche de La Vergne)",1
2270,"Edwards, H. Sutherland (Henry Sutherland)",1
2271,"Lang, Andrew ; Atkinson, J. J. (James Jasper)",1
2272,"Besant, Walter ; Rice, James",1
2273,"Shedd, E. Cutler (Ephraim Cutler)",1
2274,"Grote, George",1
2275,"Schnitzler, Arthur",1
2276,"Crosthwaite, C. H. T. (Charles Haukes Todd)",1
2277,"Haycraft, John Berry",1
2278,"Peacock, Virginia Tatnall",1
2279,"Saxe, Mary S. (Mary Sollace)",1
2280,"Bright, Charles, Sir",1
2281,"Leigh, Percival",1
2282,"Barron, Edward",1
2283,"Oriani, Alfredo",1
2284,"Anderson, Edward L. (Edward Lowell) ; Collier, Price",1
2285,"Goodwin, Nat. C. (Nathaniel Carll)",1
2286,"Haywood, Eliza Fowler",1
2287,"Baker, B. Granville (Bernard Granville)",1
2288,"Richardson, Norval",1
2289,"Headlam, Cecil",1
2290,"Marx, Karl",1
2291,"Jeans, T. T. (Thomas Tendron)",1
2292,"Serao, Matilde",1
2293,"Gilliat-Smith, Ernest",1
2294,"Grotius, Hugo",1
2295,"Holt-White, W. (William)",1
2296,"Newmarch, Rosa",1
2297,"Montessori, Maria",1
2298,"Power, D'Arcy, Sir",1
2299,"Colcord, Lincoln",1
2300,"Bowring, John",1
2301,"Allingham, William",1
2302,"Symonds, Margaret ; Gordon, Lina Duff",1
2303,"Sidgwick, Henry",1
2304,"Gourmont, Remy de",1
2305,"Heath, Sidney",1
2306,"Rathgen, Friedrich",1
2307,"Maher, Richard Aumerle",1
2308,"Smith, F. Berkeley (Frank Berkeley)",1
2309,"Wägner, Wilhelm",1
2310,"Rhead, G. Woolliscroft (George Woolliscroft)",1
2311,"Nansen, Fridtjof",1
2312,"Britton, Sumner Charles",1
2313,"Lowell, Percival",1
2314,"Corbett, Julian Stafford",1
2315,"Lawrence, John",1
2316,"Löher, Franz von",1
2317,"Gautier, Judith",1
2318,"Wolf, Simon",1
2319,"Beer, Margrieta",1
2320,"Scarborough, Dorothy",1
2321,"Gautier, Judith ; Loti, Pierre",1
2322,"Bebel, August",1
2323,"George, H. B. (Hereford Brooke)",1
2324,"Mowry, Arthur May ; Mowry, William A. (William Augustus)",1
2325,"Russell, Dora",1
2326,"Jephson, Henry (Henry Lorenzo)",1
2327,"Wright, Ernest Vincent",1
2328,"Winstanley, Lilian",1
2329,"Peet, Stephen D. (Stephen Denison)",1
2330,"Wright, Elizabeth Mary",1
2331,"Adler, Lewis H., Jr.",1
2332,"Thompson, Richard",1
2333,"Gilchrist, Anne (Anne Burrows)",1
2334,"Moore, Walter W. (Walter William)",1
2335,"Du Bois, Gaylord",1
2336,"Mills, Weymer Jay",1
2337,"Miller, Irene",1
2338,"Oman, Charles",1
2339,"Ross, Frederick",1
2340,"Smith, H. Clifford (Harold Clifford)",1
2341,"Blacker, J. F. (James F.)",1
2342,"Brewster, Edwin Tenney",1
2343,"Crane, Walter",1
2344,"Thornber, J. J. (John James) ; Armstrong, Margaret",1
2345,"Brenchley, Winifred Elsie",1
2346,"Babcock, Edwina Stanton",1
2347,"Addison, Joseph ; Steele, Richard, Sir ; Budgell, Eustace",1
2348,"Smits, G.",1
2349,"Holland, Clive",1
2350,"Barbauld, Mrs. (Anna Letitia) ; Aikin, John",1
2351,"Alcott, Amos Bronson",1
2352,"Bennett, Cyril",1
2353,"Archer, William ; Miln, Louise Jordan",1
2354,"Axon, William E. A. (William Edward Armytage)",1
2355,"Wilson, Richard",1
2356,"White, Joseph Blanco",1
2357,"McArthur, Peter",1
2358,"Chalmers, Margaret Piper",1
2359,"Keisch, Bernard",1
2360,"Chadwick, H. Munro (Hector Munro)",1
2361,"Du Chaillu, Paul B. (Paul Belloni)",1
2362,"Stack, Edward",1
2363,"Phillipps-Wolley, Clive",1
2364,"Mitre, Bartolomé",1
2365,"Noyce, Elisha",1
2366,"Sologub, Fyodor",1
2367,"Abbott, Charles C. (Charles Conrad)",1
2368,"Scott, Duncan Campbell",1
2369,"Gosse, Philip Henry",1
2370,"Spielmann, M. H. (Marion Harry) ; Layard, George Somes",1
2371,"O'Brien, Cyril J.",1
2372,"Haygood, Atticus G. (Atticus Greene)",1
2373,"McSpadden, J. Walker (Joseph Walker) ; Dickens, Charles",1
2374,"Macleod, Mary ; Shakespeare, William",1
2375,"Oken, Lorenz",1
2376,"Peyser, Herbert F. (Herbert Francis)",1
2377,"Brightwen, Mrs. (Eliza Elder)",1
2378,"Cotton, Catherine",1
2379,"James, G. P. R. (George Payne Rainsford)",1
2380,"Sparks, Jared",1
2381,"Smith, Huron H. (Huron Herbert)",1
2382,"Goldberg, Isaac",1
2383,"Grendon, Felix",1
2384,"Van Dyke, Harry Weston",1
2385,"Alexander, Mrs.",1
2386,"Forman, Henry James",1
2387,"Creighton, Louise",1
2388,Rachilde,1
2389,"Willis, Nathaniel Parker",1
2390,"MacDonald, John D. (John Dann)",1
2391,"Priestley, J. B. (John Boynton)",1
2392,"Judson, Clara Ingram",1
2393,"Marden, Philip Sanford",1
2394,"Bird, Arthur",1
2395,"Scott, Dixon",1
2396,"Selous, Edmund",1
2397,"Farrère, Claude",1
2398,"Babbitt, Irving",1
2399,"Baker, George M. (George Melville)",1
2400,"Colton, Arthur",1
2401,"Wallace, Alfred Russel",1
2402,"Rothfield, Otto",1
2403,"Mathews, Frances Aymar",1
2404,"Johnston, Maurice Andrew Brackenreed ; Yearsley, Kenneth Darlaston",1
2405,"Timbs, John",1
2406,"Barron, S. B. (Samuel Benton)",1
2407,"Lombroso, Cesare",1
2408,"Liston, Robert",1
2409,"Wallace, F. L. (Floyd L.)",1
2410,"MacLean, Katherine",1
2411,"Samachson, Joseph",1
2412,"Winslow, Forbes",1
2413,"Bryce, George",1
2414,"Beesly, Edward Spencer",1
2415,"Dixon, William Hepworth",1
2416,"Le Sage, Alain René",1
2417,"Nordau, Max Simon",1
2418,"Hall, S. C. (Samuel Carter) ; Jewitt, Llewellynn Frederick William",1
2419,"Dumur, Louis",1
2420,"Zimmermann, Johann Georg",1
2421,"Mackay, Helen",1
2422,"Macfarlane, Wallace",1
2423,"Harmon, Jim",1
2424,"Trevelyan, George Otto",1
2425,"Sanborn, F. B. (Franklin Benjamin)",1
2426,"Titchener, Edward Bradford",1
2427,"Neville, Kris",1
2428,"MacApp, C. C.",1
2429,"Leiber, Fritz",1
2430,"Royle, Edwin Milton",1
2431,"Chiniquy, Charles Paschal Telesphore",1
2432,"Farr, Julia",1
2433,"Wheatley, Henry B. (Henry Benjamin)",1
2434,"Tusser, Thomas",1
2435,"Castle, Egerton ; Castle, Agnes",1
2436,"Gerstäcker, Friedrich",1
2437,United States. National Park Service. Division of Publications,1
2438,"Ogden, Ruth",1
2439,"Williams, Robert Moore",1
2440,"Lawrence, C. E. (Charles Edward)",1
2441,"Broadley, Alexander Meyrick",1
2442,"Malcolm, John",1
2443,"Laurence, E. C. (Eleanor Constance)",1
2444,"Bleackley, Horace",1
2445,"Leopardi, Giacomo",1
2446,"Wilson, Daniel, Sir",1
2447,"Cobden, John C.",1
2448,"Reynolds, Joshua, Sir",1
2449,"Donovan, Peter",1
2450,"Kingsley, Florence Morse",1
2451,"Emerson, Willis George",1
2452,"Hartwig, G. (Georg)",1
2453,"Bell, Gertrude Lowthian",1
2454,"Meakin, Annette M. B.",1
2455,"Clare, John",1
2456,"Blythe, LeGette",1
2457,"Sampter, Jessie E. (Jessie Ethel)",1
2458,"Colyer, Frank",1
2459,"French, Nora May",1
2460,"Hannay, David",1
2461,"Riesenberg, Felix",1
2462,"Atkinson, Henry A.",1
2463,"Ghent, William J. (William James)",1
2464,"Aubert de Gaspé, Philippe",1
2465,"Conyers, Dorothea",1
2466,"McKechnie, Jean L. (Jean Lyttleton)",1
2467,"Shore, W. Teignmouth (William Teignmouth)",1
2468,"Humphry, Mrs.",1
2469,"Newnham-Davis, Lieut.-Col. (Nathaniel)",1
2470,"Kidd, Walter",1
2471,"Jagor, Fedor",1
2472,"Perrin, Alice",1
2473,"Williams, W. Mattieu (William Mattieu)",1
2474,"Snell, F. J. (Frederick John)",1
2475,"Murray, Marr",1
2476,"Scott, Gertrude Fisher",1
2477,"Macmichael, William",1
2478,"Reid, Thomas",1
2479,"Ingraham, J. H. (Joseph Holt)",1
2480,"Mitchell, John Ames",1
2481,"Dearmer, Geoffrey",1
2482,"Blewett, Jean",1
2483,"Jamison, Alcinous B. (Alcinous Burton)",1
2484,"Mortimer, Favell Lee",1
2485,"Hadden, J. Cuthbert (James Cuthbert)",1
2486,"Deledda, Grazia",1
2487,"Davidson, John",1
2488,"Bridgman, E. C. (Elijah Coleman)",1
2489,"Fry, Roger",1
2490,"Tullidge, Edward W. (Edward William)",1
2491,"Baikie, James",1
2492,"Horsley, Reginald",1
2493,"Burnham, Clara Louise",1
2494,"Novikova, Olga Alekseevna",1
2495,"Stock, Ralph",1
2496,"Doudney, Sarah",1
2497,"Bennett, Ida D. (Ida Dandridge)",1
2498,"Shore, Moyers S.",1
2499,"Calthrop, Dion Clayton",1
2500,"Huish, Marcus B. (Marcus Bourne)",1
2501,"Steffens, Lincoln",1
2502,"Hammond, John Martin",1
2503,"Thorpe, T. E. (Thomas Edward)",1
2504,"Herschel, John F. W. (John Frederick William)",1
2505,"Dorr, Julia C. R. (Caroline Ripley)",1
2506,"Mercer, S. C. (Samuel C.)",1
2507,"Hume, Martin A. S. (Martin Andrew Sharp)",1
2508,"Simmonds, Henry S.",1
2509,"Spencer, Herbert",1
2510,"Maynard, Theodore",1
2511,"Dillon, Edward",1
2512,"Burgess, Gelett ; Irwin, Will",1
2513,"Thompson, D'Arcy Wentworth",1
2514,"Frankau, Julia",1
2515,"Brown, J. Wood (James Wood)",1
2516,"Hunt, Enid Leigh",1
2517,"Wyckoff, Capwell",1
2518,"Buchanan, Robert Williams",1
2519,"Jacob, Violet",1
2520,"Jacobsen, J. P. (Jens Peter)",1
2521,"McAulay, Allan",1
2522,"Hester, Joseph A. ; Macgowan, Kenneth",1
2523,"Rittenhouse, Jessie Belle",1
2524,"Anderson, J. D. (James Drummond)",1
2525,"Forbes-Lindsay, C. H.",1
2526,"Poyser, Arthur",1
2527,"Dragoume, Ioulia D.",1
2528,"Courlander, Alphonse",1
2529,"Davis, George Moses ; Martin, Frank Eugene",1
2530,"Hains, T. Jenkins (Thornton Jenkins)",1
2531,"Browne, Martha Griffith",1
2532,"Lyall, Edna",1
2533,"Quinn, John Henry",1
2534,"Bates, Oric",1
2535,"Fritz, Georg",1
2536,"Price, Con",1
2537,"Leonowens, Anna Harriette",1
2538,"Barry, Richard",1
2539,"Magnus, Katie, Lady",1
2540,"Thompson, Ruth Plumly",1
2541,"Reinsch, Paul S. (Paul Samuel)",1
2542,"Petrie, W. M. Flinders (William Matthew Flinders)",1
2543,"Kitton, Frederic George",1
2544,"Martin, Benjamin Ellis",1
2545,"Herford, Oliver",1
2546,"Brummitt, Stella Wyatt",1
2547,"Crosland, T. W. H. (Thomas William Hodgson)",1
2548,"Reed, Elizabeth A. (Elizabeth Armstrong)",1
2549,"Betham-Edwards, Matilda",1
2550,"Davidson, Gladys",1
2551,"Traill, Catharine Parr Strickland",1
2552,"Nicholson, Edward",1
2553,"Ingersoll, Ernest",1
2554,"De Lisser, Herbert George",1
2555,"Lunn, Arnold",1
2556,"Lord, Chester Sanders",1
2557,"Liisberg, H. C. Bering (Henrik Carl Bering)",1
2558,"Rowland, Henry C. (Henry Cottrell)",1
2559,"Litsey, Edwin Carlile",1
2560,"Bichat, Xavier",1
2561,"Mill, James",1
2562,"Patterson, Joseph Medill",1
2563,"Dawson, Francis Warrington",1
2564,"Binns, Henry Bryan",1
2565,"Bradley, Will",1
2566,"Benson, E. F. (Edward Frederic) ; Miles, Eustace",1
2567,"Duffy, Bella",1
2568,"Morris, Lewis",1
2569,"Newman, Ernest",1
2570,"Hall, Evelyn Beatrice",1
2571,"Hudson, William Henry",1
2572,"Thalheimer, M. E. (Mary Elsie)",1
2573,"Crowninshield, Frank ; Chappell, George S. (George Shepard) ; Parker, Dorothy",1
2574,"Mordell, Albert",1
2575,"Dendy, Walter Cooper",1
2576,"Abbott, Edwin Abbott",1
2577,"Cram, Ralph Adams",1
2578,"Montgomery, Rutherford G. (Rutherford George)",1
2579,"Shepperson, Isabel",1
2580,"Johnson, Edward A. (Edward Austin)",1
2581,"Jay, W. M. L.",1
2582,"Meigs, Cornelia",1
2583,"Clark, Sydney ; Clark, Francis E. (Francis Edward)",1
2584,"Horne, C. Silvester (Charles Silvester)",1
2585,"Edwards, Osman",1
2586,"Thomson, John Stuart",1
2587,"Pickthall, Marmaduke William",1
2588,"Crowninshield, Schuyler, Mrs.",1
2589,"Kent, J. T. (James Tyler)",1
2590,"Simmonds, P. L. (Peter Lund)",1
2591,"Drummond, Hamilton",1
2592,"Guilleragues, Gabriel Joseph de Lavergne, vicomte de",1
2593,"Havard, Aline",1
2594,"Mantegazza, Paolo",1
2595,"Huret, Jules",1
2596,"Palmer, William T.",1
2597,"Ridge, W. Pett (William Pett)",1
2598,"Hake, Thomas Gordon",1
2599,"Radcliffe, William",1
2600,"Dostoevskaia, L. F. (Liubov Fedorovna)",1
2601,"Horton, George",1
2602,"Inha, Into Konrad",1
2603,"Trever, Albert Augustus",1
2604,"Haraucourt, Edmond",1
2605,"Siborne, William",1
2606,"Benham, William",1
2607,"Reed, Earl H. (Earl Howell)",1
2608,"Lewis, Wyndham",1
2609,"Bailey, Carolyn Sherwin",1
2610,"Groos, Karl",1
2611,"Dane, Edmund (Military historian)",1
2612,"Jessopp, Augustus",1
2613,"Mason, Daniel Gregory",1
2614,"Alberts, Edwin C. (Edwin Cameron)",1
2615,"Lewis, Edwin Herbert",1
2616,"Payne, George Henry",1
2617,"Everett, Leo, Mrs.",1
2618,"Norman, Philip",1
2619,"Belasco, David",1
2620,"Dauncey, Campbell, Mrs.",1
2621,"Damrosch, Walter",1
2622,"Lydekker, Richard",1
2623,"Williams, Ralph",1
2624,"Chambless, Edgar",1
2625,"Keeler, Ralph",1
2626,"Hilliers, Ashton",1
2627,"Lie, Jonas",1
2628,"Stopes, Marie Carmichael",1
2629,"Acton, Harold",1
2630,"Bernard, Charles de",1
2631,"Fitzgerald, Percy",1
2632,"Caffin, Charles H. (Charles Henry)",1
2633,"Niven, Frederick",1
2634,"French, George Jackson",1
2635,"Waln, Nora",1
2636,"Wyckoff, Walter A. (Walter Augustus)",1
2637,"Fontenay, Charles L.",1
2638,"Liautard, Alexandre François Augustin",1
2639,"Hartmann, Jacob",1
2640,"Bailey, H. C. (Henry Christopher)",1
2641,"Jones, John D.",1
2642,Zhuangzi,1
2643,"Goldwyn, Samuel",1
2644,"Jaekel, Blair",1
2645,"Prevost, Francis",1
2646,"Rodin, Auguste",1
2647,"Brown, George Alfred",1
2648,"MacDonald, Ronald",1
2649,"Legouvé, Ernest ; Scribe, Eugène",1
2650,"Collins, W. Lucas (William Lucas)",1
2651,"Mosso, A. (Angelo)",1
2652,"Treves, Frederick",1
2653,"Fortescue, Seymour John, Sir",1
2654,"Knight, Charles",1
2655,"Hillis, Newell Dwight",1
2656,"Toomer, Jean",1
2657,"Haviland-Taylor, Katharine",1
2658,"Speare, Dorothy",1
2659,"Spender, Harold",1
2660,"Rousseau, Victor",1
2661,"Cumberland, Gerald",1
2662,"Cummins, Harle Oren",1
2663,"Revelle, G. G.",1
2664,"Bell, J. J. (John Joy)",1
2665,Fowl,1
2666,"Walton, Bryce",1
2667,"Den, Lili",1
2668,"Berry, Don",1
2669,"Howitt, William",1
2670,"Manning, Frederic",1
2671,"Moulton, Louise Chandler",1
2672,"Gummere, Francis Barton",1
2673,"Siwertz, Sigfrid",1
2674,"Sohl, Jerry",1
2675,"Scot, Reginald",1
2676,"Wise, Stephen S. (Stephen Samuel)",1
2677,"Quick, Robert Hebert",1
2678,"Beer, Thomas",1
2679,"Barnes, Djuna",1
2680,"Weiman, Rita",1
2681,"Barton, William E. (William Eleazar)",1
2682,"Stuart, William W.",1
2683,"Schayer, Julia Thompson von Stosch",1
2684,"Barr, Stephen",1
2685,"Fergusson, James",1
2686,"Kelley, Edith Summers",1
2687,"Brinton, Daniel G. (Daniel Garrison)",1
2688,"Morley, Margaret Warner",1
2689,"Chambers, Robert",1
2690,"Moore, J. Howard (John Howard)",1
2691,"Heddle, John George Flett Moodie ; Mainland, T.",1
2692,"Holmes, Oliver Wendell ; Craik, Dinah Maria Mulock ; Cunningham, Allan ; Wilson, John ; Spofford, Harriet Elizabeth Prescott",1
2693,"Eden, Helen Parry",1
2694,"Ewing, William Clinton",1
2695,"Cornell, Beaumont Sandfield",1
2696,"Somerville, Mary",1
2697,"Wolfe, Humbert",1
2698,"Giraudoux, Jean",1
2699,"Bullivant, Cecil Henry",1
2700,"Blümner, Hugo",1
2701,"Ferval, Claude",1
2702,"Chesterton, G. K. (Gilbert Keith) ; Kitton, Frederic George",1
2703,"Wood, Evelyn",1
2704,"Davenport, R. A. (Richard Alfred)",1
2705,"Millet, Francis Davis",1
2706,"Melville, Lewis ; Chesterton, G. K. (Gilbert Keith)",1
2707,"Gleason, Gene",1
2708,"Hutchings, Emily Grant",1
2709,"Noguchi, Yoné",1
2710,"Compayré, Gabriel",1
2711,"Afanas'ev, A. N. (Aleksandr Nikolaevich)",1
2712,"Dunbar, Ianthe M.",1
2713,"Brown, C. Campbell (Colin Campbell)",1
2714,"Malcolm, Napier, Mrs.",1
2715,"Armstrong, Annie E.",1
2716,"Wyman, L. P. (Levi Parker)",1
2717,"Post, Melville Davisson",1
2718,"Locke, Richard Adams",1
2719,"Singleton, Esther",1
2720,"Moore, Eva",1
2721,"Reid, Christian",1
2722,"Mitra, A., active 19th century",1
2723,Sui Sin Far,1
2724,"Tschudi, Clara",1
2725,"McKown, Robin",1
2726,"Crapsey, Adelaide",1
2727,"Geikie, Archibald",1
2728,"Savage, Les",1
2729,"Morris, James Edwin, Mrs.",1
2730,"Goncourt, Edmond de ; Goncourt, Jules de",1
2731,"Jacob, P. L.",1
2732,"Carr, Alice Vansittart Strettel",1
2733,"Caius, John ; Hecker, J. F. C. (Justus Friedrich Carl)",1
2734,"Bullen, Frank Thomas",1
2735,"Solomon, Harry C. (Harry Caesar) ; Southard, Elmer Ernest",1
2736,"Smith, Arthur D. Howden (Arthur Douglas Howden)",1
2737,"Middleton, Drew",1
2738,"Mackinder, Halford John",1
2739,"Ertz, Susan",1
2740,"Mortimer, Lee ; Lait, Jack",1
2741,"Morgan, Thomas Hunt",1
2742,"Harper, Harry ; Grahame-White, Claude",1
2743,"Affonso Celso, Affonso Celso de Assis Figueiredo, conde de",1
2744,"Street, Cecil J. C. (Cecil John Charles)",1
2745,"Gates, Eleanor",1
2746,"Meredith, George",1
2747,"Watanna, Onoto",1
2748,"Hammond, Lily Hardy",1
2749,"Plauchut, Edmond",1
2750,"Matthews, W. J. (William J.)",1
2751,"Long, Harold Cecil",1
2752,"Vandegrift, Margaret",1
2753,"Noailles, Anna de",1
2754,"Mackowsky, Hans",1
2755,"Langer, Angela",1
2756,"Henry, John Robertson",1
2757,"Edwards, Charles",1
2758,"Pouvillon, Emile",1
2759,"Moore-Willson, Minnie",1
2760,"Mackenzie, Kenneth R. H. (Kenneth Robert Henderson)",1
2761,"Banks, G. Linnaeus (George Linnaeus), Mrs.",1
2762,"Maspero, G. (Gaston)",1
2763,"Dunlap, John V.",1
2764,"Fraser, Hugh, Mrs.",1
2765,"Hay, John Stuart",1
2766,"Mathewson, Christy",1
2767,"Kirchhoff, Bjarne",1
2768,"Edwardes, Tickner",1
2769,"Cunliffe-Owen, Marguerite",1
2770,"Atkinson, George Francis",1
2771,"Barton, Clara",1
2772,"Conant, Thomas",1
2773,"Breuer, Miles J. (Miles John)",1
2774,"Woodhouselee, Alexander Fraser Tytler, Lord",1
2775,"Parry, Edward Abbott, Sir",1
2776,"Reed, Hugh T.",1
2777,"Eddy, Arthur Jerome",1
2778,"Birrell, Augustine",1
2779,"Steele, Robert",1
2780,"Clerke, Agnes M. (Agnes Mary)",1
2781,"Broster, D. K. (Dorothy Kathleen)",1
2782,"Grinnell, Joseph",1
2783,"Connell, Richard Edward",1
2784,"Furst, Clyde",1
2785,"Garis, Lilian",1
2786,"Beck, L. Adams (Lily Adams)",1
2787,"Fitchett, W. H. (William Henry)",1
2788,"Henning, Friedrich",1
2789,"Blackwell, Elizabeth",1
2790,"Wilder, Marshall P. (Marshall Pinckney)",1
2791,"Lee, James W. (James Wideman)",1
2792,"Wright, F. A. (Frederick Adam)",1
2793,"French, Donald G. ; Logan, J. D. (John Daniel)",1
2794,"Lyttleton, Kay",1
2795,"Shores, Robert J. (Robert James)",1
2796,"Crompton, Richmal",1
2797,"Ellison, Grace",1
2798,"Schrader, Ferdinand",1
2799,"Austin, F. Britten (Frederick Britten)",1
2800,"Garrett, Garet",1
2801,"Bourke, John Gregory",1
2802,"Bleyer, Willard Grosvenor",1
2803,"Hissey, James John",1
2804,"Baden-Powell of Gilwell, Robert Stephenson Smyth Baden-Powell, Baron",1
2805,"Vaka, Demetra",1
2806,"Timlow, Elizabeth Weston",1
2807,"Ridgeway, William",1
2808,"Keyes, Angela M. (Angela Mary)",1
2809,"De Zoete, Beryl ; Gretton, Mary Sturge",1
2810,"Du Cane, Florence",1
2811,"Prime-Stevenson, Edward",1
2812,"Brough, James ; Hopper, Hedda",1
2813,"Fontenelle, M. de (Bernard Le Bovier)",1
2814,"Knight, Clayton",1
2815,"Clough, Arthur Hugh",1
2816,"Tarver, John Charles",1
2817,"Guilbert, Yvette",1
2818,"Mew, James ; Ashton, John",1
2819,"Hemans, Mrs.",1
2820,"Coblentz, Stanton A. (Stanton Arthur)",1
2821,"Carr, J. Comyns (Joseph Comyns)",1
2822,"Pupin, Michael",1
2823,"Low, A. M. (Archibald Montgomery)",1
2824,"Tinayre, Marcelle",1
2825,"Heywood, Thomas",1
2826,"Fawcett, Millicent Garrett, Dame",1
2827,"Cumming, John",1
2828,"Anderson, Nels",1
2829,"Arnold, Edwin Lester",1
2830,"Strobridge, Idah Meacham",1
2831,"Rolfe, Frederick",1
2832,"Bodenheim, Maxwell",1
2833,"Sherwood, Margaret Pollock",1
2834,"Papini, Giovanni",1
2835,"Foote, Andrew H. (Andrew Hull)",1
2836,"Licht, Sidney",1
2837,"Waldo, Fullerton L. (Fullerton Leonard)",1
2838,"Stekel, Wilhelm",1
2839,"Perri, Leslie",1
2840,"Raphaelson, Samson",1
2841,"Hollister, Paul M. (Paul Merrick)",1
2842,"Pollock, Frank Lillie",1
2843,"Gillam, John Graham",1
2844,"Woods, Katharine Pearson",1
2845,"Gore Browne, Robert",1
2846,"Magnay, William, Sir",1
2847,"Werther, Ralph",1
2848,"Upright, Blanche",1
2849,"Edwards, Annie",1
2850,"Bartlett, Alice E. (Alice Elinor)",1
2851,"Letourneau, Ch. (Charles)",1
2852,"Castiglione, Baldassarre, conte",1
2853,"Talbot, Frederick Arthur Ambrose",1
2854,"Jekyll, Gertrude",1
2855,"Drinkwater, John",1
2856,"Farr, Florence",1
2857,"Peary, Robert E. (Robert Edwin)",1
2858,"Allinson, Francis Greenleaf ; Allinson, Anne C. E. (Anne Crosby Emery)",1
2859,"Blotner, Joseph",1
2860,"Murdoch, B. J. (Benedict Joseph)",1
2861,"Kuttner, Henry",1
2862,"Broadfoot, William",1
2863,"Ledford, Preston Lafayette",1
2864,"Holtby, Winifred",1
2865,"Hoatson, Florence",1
2866,"Askew, Alice ; Askew, Claude",1
2867,"Ethelmer, Ellis",1
2868,"Nourse, Alan Edward",1
2869,"Das, Sarat Chandra",1
2870,"Flatt, W. D.",1
2871,"Johnson, R. Brimley (Reginald Brimley)",1
2872,"Johns, Orrick",1
2873,"Kernahan, Coulson, Mrs.",1
2874,"Leighton, Alexander",1
2875,"Stewart, Balfour",1
2876,"Southern, Terry",1
2877,"Pertwee, Roland",1
2878,"Davies, Emily",1
2879,"Ohnet, Georges",1
2880,"Robertson, Morgan",1
2881,"Marillier, H. C. (Henry Currie)",1
2882,"Black, Jack",1
2883,"Stuart, Eleanor",1
2884,"Henslowe, J. R.",1
2885,"Wilson, Margaret",1
2886,"Forester, C. S. (Cecil Scott)",1
2887,"Gilbert de Voisins, Auguste",1
2888,"Treynor, Albert M.",1
2889,"Wyllarde, Dolf",1
2890,"Garnett, David",1
2891,E. V. B. (Eleanor Vere Boyle),1
2892,"White, Walter",1
2893,"Prince, Morton",1
2894,"Senn, Nicholas",1
2895,"Winchester, Boyd",1
2896,"Leslie, Madeline",1
2897,"Alden, W. L. (William Livingston)",1
2898,"Lévi, Éliphas",1
2899,"Pelley, William Dudley",1
2900,"Stevens, James",1
2901,"Leadbeater, C. W. (Charles Webster)",1
2902,"Blunt, John J. (John James)",1
2903,"Kennedy, John",1
2904,"Levine, Isaac Don ; Bochkareva, Mariia",1
2905,"Masterman, Charles F. G. (Charles Frederick Gurney)",1
2906,"Dudeney, Henry, Mrs.",1
2907,"Sayers, Dorothy L. (Dorothy Leigh)",1
2908,"Husband, Joseph",1
2909,"Kirwan, A. V. (Andrew Valentine)",1
2910,"Stockham, Alice B. (Alice Bunker)",1
2911,"Snedden, Genevra Sisson",1
2912,"Kincaid, Zoë",1
2913,"Jerrold, Douglas William",1
2914,"Webb, J. B., Mrs. (Annie)",1
2915,"MacKaye, Percy",1
2916,"Hooker, Worthington",1
2917,"Conder, C. R. (Claude Reignier)",1
2918,"Cullen, Countee",1
2919,"Danziger, Adolphe",1
2920,"Martindale, William",1
2921,"St. John, Spenser, Sir",1
2922,"Nicolas, Sarah Davison, Lady",1
2923,"Hubback, Mrs. (Catherine-Anne Austen)",1
2924,"Almeida, Fialho de",1
2925,"Sidney, Philip",1
2926,"Saintine, X.-B. (Xavier-Boniface)",1
2927,"Brigham, William Tufts",1
2928,"Haldane, J. B. S. (John Burdon Sanderson)",1
2929,"Charbonneau, Louis",1
2930,"Jerrold, Walter",1
2931,"Nevinson, Henry Woodd",1
2932,"Hardy, E. J. (Edward John)",1
2933,"Sherman, Stuart Pratt",1
