,Authors,Normalised Authors,Author Gender,Author Nationality,Author Birth,Author Death,Author Info Source,Author Info Found
1787,"Adcock, Arthur St. John",Arthur St. John Adcock,male,English,1864.0,1930.0,Wikipedia,True
1788,"Fuller, Alvarado M. (Alvarado Mortimer)",Alvarado Mortimer Fuller,male,United States,1851.0,1924.0,"OpenLibrary, Wikidata",True
1789,"Beale, Charles Willing",Charles Willing Beale,male,United States,1845.0,1932.0,"OpenLibrary, Wikidata",True
1790,"Church, Alfred John ",Alfred John Church,male,United Kingdom of Great Britain and Ireland,1829.0,1912.0,"OpenLibrary, Wikidata",True
1791," Seeley, Richmond",Richmond Seeley,,,,,,False
1792,"Swain, E. G. (Edmund Gill)",Edmund Gill Swain,male,English,1861.0,1938.0,"Wikipedia, OpenLibrary",True
1793,"Clarke, James Freeman",James Freeman Clarke,male,American,1810.0,1888.0,"Wikipedia, Wikidata",True
1794,"Freeman, Lewis R. (Lewis Ransome)",Lewis Ransome Freeman,male,American,1878.0,1960.0,"Wikipedia, OpenLibrary, Wikidata",True
1795,"MacFarlane, Peter Clark",Peter Clark MacFarlane,male,,1871.0,1924.0,"Wikipedia, OpenLibrary",True
1796,"Martin, Theodore, Sir ","Theodore, Martin",male,Scottish,1816.0,1909.0,"Wikipedia, OpenLibrary",True
1797," Aytoun, William Edmondstoune",William Edmondstoune Aytoun,male,Scottish,1813.0,1865.0,"Wikipedia, OpenLibrary",True
1798,"Flandrau, Charles Macomb",Charles Macomb Flandrau,male,American,1871.0,1938.0,"Wikipedia, Wikidata",True
1799,"Fischer, Henry W. (Henry William)",Henry William Fischer,male,United States,1940.0,,"OpenLibrary, Wikidata",True
1800,"Fraser, Thurlow",Thurlow Fraser,,,1869.0,1926.0,OpenLibrary,True
1801,"Sherman, Charles",Charles Sherman,male,United States,1882.0,,"OpenLibrary, Wikidata",True
1802,"Schultz, James Willard",James Willard Schultz,male,American,1859.0,1947.0,Wikipedia,True
1803,"Durham, Robert Lee",Robert Lee Durham,male,American,1870.0,1949.0,"Wikipedia, OpenLibrary",True
1804,"Hanson, Joseph Mills",Joseph Mills Hanson,male,,1876.0,1960.0,Wikidata,True
1805,"Harper, Charles G. (Charles George)",Charles George Harper,male,English,1863.0,1943.0,Wikipedia,True
1806,"Boynton, Percy Holmes",Percy Holmes Boynton,male,American,1875.0,1946.0,"OpenLibrary, Wikidata",True
1807,"Dekker, Thomas",Thomas Dekker,male,Kingdom of England,1572.0,1632.0,"OpenLibrary, Wikidata",True
1808,"Gibson, George Herbert",George Herbert Gibson,male,,1846.0,1921.0,"OpenLibrary, Wikidata",True
1809,"DuPuy, William Atherton",William Atherton DuPuy,male,United States,1876.0,1941.0,"OpenLibrary, Wikidata",True
1810,"McKnight, Hiram Peck",Hiram Peck McKnight,,,,,,False
1811,"Kildare, Owen",Owen Kildare,male,American,1864.0,1911.0,"Wikipedia, OpenLibrary",True
1812,"Pool, Maria Louise",Maria Louise Pool,female,American,1841.0,1898.0,"Wikipedia, OpenLibrary, Wikidata",True
1813,"Behn, Aphra",Aphra Behn,female,English,1640.0,1689.0,Wikipedia,True
1814,"Wagner, Richard ",Richard Wagner,male,German,1813.0,1883.0,Wikipedia,True
1815," Benson, E. F. (Edward Frederic)",Edward Frederic Benson,male,English,1867.0,1940.0,"Wikipedia, Wikidata",True
1816,"Baker, Elizabeth",Elizabeth Baker,female,,1913.0,1962.0,"OpenLibrary, Wikidata",True
1817,"Monkhouse, Allan",Allan Monkhouse,male,English,1858.0,1936.0,"Wikipedia, Wikidata",True
1818,"Marston, John",John Marston,male,United Kingdom,1575.0,1634.0,"OpenLibrary, Wikidata",True
1819,"Blanchard, Amy Ella",Amy Ella Blanchard,female,American,1856.0,1926.0,"Wikipedia, OpenLibrary, Wikidata",True
1820,"Richardson, Norval",Norval Richardson,,,1877.0,1940.0,OpenLibrary,True
1821,"Tarbell, Ida M. (Ida Minerva)",Ida Minerva Tarbell,female,American,1857.0,1944.0,Wikipedia,True
1822,"Pyle, Joseph Gilpin",Joseph Gilpin Pyle,male,United States,1853.0,1930.0,"OpenLibrary, Wikidata",True
1823,"Jeans, T. T. (Thomas Tendron)",Thomas Tendron Jeans,male,British,1871.0,1938.0,Wikipedia,True
1824,"Thompson, Arthur R. (Arthur Ripley)",Arthur Ripley Thompson,male,United States,1872.0,1960.0,"OpenLibrary, Wikidata",True
1825,"Meyer, Annie Nathan",Annie Nathan Meyer,female,American,1867.0,1951.0,Wikipedia,True
1826,"Holt-White, W. (William)",William Holt-White,male,United Kingdom,1878.0,1937.0,"OpenLibrary, Wikidata",True
1827,"Bagot, Richard",Richard Bagot,male,,1860.0,1921.0,"OpenLibrary, Wikidata",True
1828,"Pearson, Edmund Lester",Edmund Lester Pearson,male,American,1880.0,1937.0,Wikipedia,True
1829,"Burton, Frederick R. (Frederick Russell)",Frederick Russell Burton,male,,1861.0,1909.0,"OpenLibrary, Wikidata",True
1830,"Cable, Boyd",Boyd Cable,male,,1878.0,1943.0,"OpenLibrary, Wikidata",True
1831,"Foster, Maximilian",Maximilian Foster,male,United States,1872.0,1943.0,"OpenLibrary, Wikidata",True
1832,"Tappan, Eva March",Eva March Tappan,female,"American, German, English",1854.0,1930.0,"Wikipedia, OpenLibrary",True
1833,"Adams, William Davenport",William Davenport Adams,male,English,1851.0,1904.0,"Wikipedia, OpenLibrary",True
1834,"Peterson, Maud Howard",Maud Howard Peterson,male,Canadian,1962.0,,Wikipedia,True
1835,"Russell, Dora",Dora Russell,female,British,1894.0,1986.0,Wikipedia,True
1836,"Campbell, R. W.",R. W. Campbell,male,American,1910.0,1971.0,Wikipedia,True
1837,"Morgan, Appleton",Appleton Morgan,male,United States,1845.0,1928.0,"OpenLibrary, Wikidata",True
1838,"Jerome, Jerome K. (Jerome Klapka) ",Jerome Klapka Jerome,male,English,1859.0,1927.0,"Wikipedia, Wikidata",True
1839," Phillpotts, Eden",Eden Phillpotts,male,English,1862.0,1960.0,Wikipedia,True
1840,"Winterburn, Florence Hull",Florence Hull Winterburn,female,American,1858.0,1943.0,Wikipedia,True
1841,"Forman, Justus Miles",Justus Miles Forman,male,American,1875.0,1915.0,"Wikipedia, OpenLibrary, Wikidata",True
1842,"Eden, Helen Parry",Helen Parry Eden,female,English,1885.0,1960.0,"Wikipedia, OpenLibrary, Wikidata",True
1843,"Farrar, F. W. (Frederic William)",Frederic William Farrar,male,British,1831.0,1903.0,"Wikipedia, OpenLibrary",True
1844,"Parker, Louis Napoleon",Louis Napoleon Parker,male,"United Kingdom, United Kingdom of Great Britain and Ireland",1852.0,1944.0,"OpenLibrary, Wikidata",True
1845,"Stoner, Winifred Sackville",Winifred Sackville Stoner,female,United States,1902.0,1931.0,"OpenLibrary, Wikidata",True
1846,"Herbin, John Frederic",John Frederic Herbin,male,Canada,1860.0,1923.0,"OpenLibrary, Wikidata",True
1847,"Gordon, Elizabeth",Elizabeth Gordon,female,,1866.0,1922.0,"OpenLibrary, Wikidata",True
1848,"Pendexter, Hugh",Hugh Pendexter,male,American,1875.0,1940.0,"Wikipedia, Wikidata",True
1849,"Eastwood, Frances",Frances Eastwood,female,American,,,Wikipedia,True
1850,"Oldmeadow, Ernest",Ernest Oldmeadow,male,British,1867.0,1949.0,"Wikipedia, OpenLibrary, Wikidata",True
1851,"Preston, Sydney Herman",Sydney Herman Preston,male,,,,Wikidata,True
1852,"Thring, Edward",Edward Thring,male,United Kingdom of Great Britain and Ireland,1821.0,1887.0,"OpenLibrary, Wikidata",True
1853,"Forbes, Archibald",Archibald Forbes,male,"Scottish, British",1838.0,1900.0,"Wikipedia, OpenLibrary",True
1854,"McConn, Max",Max McConn,,,1881.0,,OpenLibrary,True
1855,"Donne, John",John Donne,male,English,1572.0,1631.0,Wikipedia,True
1856,"Ashton, John",John Ashton,male,United States,1948.0,1691.0,"OpenLibrary, Wikidata",True
1857,"Abbott, Edwin Abbott",Edwin Abbott Abbott,male,"British, English",1838.0,1926.0,"Wikipedia, Wikidata",True
1858,"Hall, George Eli",George Eli Hall,,,1863.0,1911.0,OpenLibrary,True
1859,"Aycock, Roger D.",Roger D. Aycock,male,American,1914.0,2004.0,Wikipedia,True
1860,"Martin, Mabel Wood",Mabel Wood Martin,,,,,,False
1861,"Macleod, Mary ",Mary Macleod,female,United Kingdom,1675.0,1705.0,"OpenLibrary, Wikidata",True
1862," Shakespeare, William",William Shakespeare,male,English,1564.0,1616.0,Wikipedia,True
1863,"Vogel, Julius, Sir","Julius, Vogel",male,,1862.0,1927.0,OpenLibrary,True
1864,"Knowles, Mabel Winifred",Mabel Winifred Knowles,female,British,1875.0,1949.0,Wikipedia,True
1865,"Baker, George M. (George Melville) ",George Melville Baker,male,American,1832.0,1890.0,Wikipedia,True
1866," Gale, Rachel Baker",Rachel Baker Gale,female,American,1858.0,1923.0,Wikipedia,True
1867,"Bolton, Sarah Knowles",Sarah Knowles Bolton,female,American,1841.0,1916.0,Wikipedia,True
1868,"Tait, James Selwin",James Selwin Tait,female,American,1818.0,1877.0,Wikipedia,True
1869,"Harrison, Burton, Mrs.","Burton, Harrison",female,American,2000.0,1920.0,"Wikipedia, OpenLibrary",True
1870,"Calvert, Albert Frederick",Albert Frederick Calvert,male,English,1872.0,1946.0,"Wikipedia, Wikidata",True
1871,"McGaffey, Ernest",Ernest McGaffey,male,,1861.0,1941.0,"OpenLibrary, Wikidata",True
1872,"Leigh, Henry S. (Henry Sambrooke)",Henry Sambrooke Leigh,male,English,1837.0,1883.0,"Wikipedia, OpenLibrary, Wikidata",True
1873,"Godfrey, Hollis",Hollis Godfrey,male,American,1874.0,1936.0,"Wikipedia, OpenLibrary, Wikidata",True
1874,"Buckrose, J. E.",J. E. Buckrose,female,United Kingdom of Great Britain and Ireland,1868.0,1931.0,Wikidata,True
1875,"Santayana, George",George Santayana,male,American,1863.0,1952.0,Wikipedia,True
1876,"Maartens, Maarten",Maarten Maartens,male,Kingdom of the Netherlands,1858.0,1915.0,"OpenLibrary, Wikidata",True
1877,"Alcock, Deborah",Deborah Alcock,female,United Kingdom of Great Britain and Ireland,1835.0,1913.0,"OpenLibrary, Wikidata",True
1878,"Rand, Silas Tertius",Silas Tertius Rand,male,Canada,1810.0,1889.0,"OpenLibrary, Wikidata",True
1879,"Lennox, Charlotte",Charlotte Lennox,female,Scottish,1729.0,1804.0,Wikipedia,True
1880,"Gallun, Raymond Z. ",Raymond Z. Gallun,male,American,1911.0,1994.0,"Wikipedia, OpenLibrary",True
1881," Gallun, Raymond Z. (Raymond Zinke)",Raymond Zinke Gallun,male,American,1911.0,1994.0,"Wikipedia, Wikidata",True
1882,"Carton, R. C. (Richard Claude)",Richard Claude Carton,female,United Kingdom,1853.0,1928.0,"OpenLibrary, Wikidata",True
1883,"Wither, George",George Wither,male,English,1588.0,1667.0,"Wikipedia, OpenLibrary, Wikidata",True
1884,"Pound, Ezra ",Ezra Pound,male,American,1885.0,1972.0,Wikipedia,True
1885," Li, Bai",Bai Li,male,People's Republic of China,1930.0,,"Wikipedia, OpenLibrary, Wikidata",True
1886,"Miln, Louise Jordan ",Louise Jordan Miln,female,American,1864.0,1933.0,"Wikipedia, OpenLibrary, Wikidata",True
1887," Hackett, Walter",Walter Hackett,male,American,1876.0,1944.0,Wikipedia,True
1888,"Gates, Susa Young",Susa Young Gates,female,American,1856.0,1933.0,Wikipedia,True
1889,"Grimshaw, Beatrice",Beatrice Grimshaw,female,Irish,1870.0,1953.0,Wikipedia,True
1890,"Leland, Charles Godfrey",Charles Godfrey Leland,male,American,1824.0,1903.0,"Wikipedia, OpenLibrary",True
1891,"Van Scyoc, Sydney J.",Sydney J. Van Scyoc,female,American,1939.0,2023.0,Wikipedia,True
1892,"Martin, Catherine",Catherine Martin,female,Australian,1965.0,,Wikipedia,True
1893,"Ruzic, Neil P.",Neil P. Ruzic,,,,,,False
1894,"Clothier, Bill",Bill Clothier,,,,,,False
1895,"Roddick, Amy Redpath",Amy Redpath Roddick,male,Canadian,1846.0,1923.0,Wikipedia,True
1896,"Murray, Charles",Charles Murray,male,United States,1864.0,1941.0,"OpenLibrary, Wikidata",True
1897,"Sanborn, F. B. (Franklin Benjamin)",Franklin Benjamin Sanborn,male,American,1831.0,1917.0,"Wikipedia, Wikidata",True
1898,"Simson, James",James Simson,male,British,1740.0,1770.0,Wikipedia,True
1899,"Fetler, Andrew",Andrew Fetler,male,"United States, Latvia",1925.0,2017.0,Wikidata,True
1900,"Klickmann, Flora",Flora Klickmann,female,English,1867.0,1958.0,"Wikipedia, Wikidata",True
1901,"Royle, Edwin Milton",Edwin Milton Royle,male,American,1862.0,1942.0,"Wikipedia, OpenLibrary",True
1902,"Taylor, Meadows",Meadows Taylor,male,British,1808.0,1876.0,Wikipedia,True
1903,"Rubin, Leonard",Leonard Rubin,female,,1969.0,,Wikipedia,True
1904,"McDermott, William A.",William A. McDermott,male,American,1961.0,1913.0,"Wikipedia, OpenLibrary",True
1905,"Conant, Henry Reed",Henry Reed Conant,male,"American, French",1872.0,,"Wikipedia, OpenLibrary",True
1906,"Brittain, Vera",Vera Brittain,female,English,1893.0,1970.0,Wikipedia,True
1907,"Steele, Edward Strieby",Edward Strieby Steele,male,United States,1850.0,1942.0,"OpenLibrary, Wikidata",True
1908,"Reynolds, George W. M. (George William MacArthur)",George William MacArthur Reynolds,male,British,1814.0,1879.0,"Wikipedia, Wikidata",True
1909,"Mallory, George",George Mallory,male,"English, British",1886.0,1924.0,Wikipedia,True
1910,"Durkin, Douglas",Douglas Durkin,male,Canadian,1884.0,1967.0,"Wikipedia, Wikidata",True
1911,"Kirkman, Francis ",Francis Kirkman,male,English,1632.0,1680.0,"Wikipedia, OpenLibrary",True
1912," Head, Richard",Richard Head,male,"Irish, English",1637.0,1686.0,"Wikipedia, OpenLibrary",True
1913,"Shastid, Thomas Hall",Thomas Hall Shastid,male,American,1866.0,1947.0,"Wikipedia, OpenLibrary, Wikidata",True
1914,"Morgan, Charles",Charles Morgan,male,United Kingdom,1894.0,1958.0,"OpenLibrary, Wikidata",True
1915,"Roberts, Randal H. (Randal Howland), Sir ",Randal Howland Roberts,male,,1837.0,1899.0,"OpenLibrary, Wikidata",True
1916," Baker, George M. (George Melville)",George Melville Baker,male,American,1832.0,1890.0,Wikipedia,True
1917,"Royle, Edwin Milton ",Edwin Milton Royle,male,American,1862.0,1942.0,"Wikipedia, OpenLibrary",True
1918," Opp, Julie",Julie Opp,female,"American, Anglo-American",1873.0,1921.0,"Wikipedia, OpenLibrary",True
1919,"Casparian, Gregory",Gregory Casparian,male,Anglo-American,1856.0,1942.0,"OpenLibrary, Wikidata",True
1920,"Hudson, Charles B. (Charles Bradford)",Charles Bradford Hudson,male,American,1865.0,1939.0,"Wikipedia, Wikidata",True
1921,"Porter, Peter A. (Peter Augustus)",Peter Augustus Porter,male,American,1853.0,1925.0,"Wikipedia, OpenLibrary, Wikidata",True
1922,"Kirkman, Marshall M. (Marshall Monroe)",Marshall Monroe Kirkman,male,American,1842.0,1921.0,"Wikipedia, Wikidata",True
1923,"Hamilton, Cicely",Cicely Hamilton,male,English,1872.0,1952.0,Wikipedia,True
1924,"Conyers, Dorothea",Dorothea Conyers,female,Irish,1873.0,1949.0,"Wikipedia, OpenLibrary, Wikidata",True
1925,"Ray, George R.",George R. Ray,male,Canada,1917.0,2008.0,"OpenLibrary, Wikidata",True
1926,"Wetmore, Claude H.",Claude H. Wetmore,male,United States,1862.0,1944.0,"OpenLibrary, Wikidata",True
1927,"Muir, Edwin",Edwin Muir,male,Scottish,1887.0,1959.0,Wikipedia,True
1928,"Neihardt, John G.",John G. Neihardt,male,American,1881.0,1973.0,"Wikipedia, OpenLibrary",True
1929,"Austin, Alfred",Alfred Austin,male,English,1835.0,1913.0,Wikipedia,True
1930,"Hannay, David",David Hannay,male,United Kingdom,1853.0,1934.0,"OpenLibrary, Wikidata",True
1931,"Gibbons, Louise Élise",Louise Élise Gibbons,,,,,,False
1932,"Turner, Ethel",Ethel Turner,female,"Australian, English",1870.0,1958.0,"Wikipedia, OpenLibrary, Wikidata",True
1933,"Guptill, Elizabeth F. (Elizabeth Frances)",Elizabeth Frances Guptill,female,American,1916.0,1994.0,Wikipedia,True
1934,"Hadden, J. Cuthbert (James Cuthbert)",James Cuthbert Hadden,male,Scottish,1861.0,1914.0,"Wikipedia, Wikidata",True
1935,"Saul, Jack",Jack Saul,male,,1857.0,1904.0,"OpenLibrary, Wikidata",True
1936,"Gross, Samuel Eberly",Samuel Eberly Gross,male,United States,1843.0,1913.0,"OpenLibrary, Wikidata",True
1937,"Sykes, D. F. E. ",D. F. E. Sykes,male,,,,Wikidata,True
1938," Walker, George Henry",George Henry Walker,male,"United Kingdom, United Kingdom of Great Britain and Ireland",1874.0,1954.0,Wikidata,True
1939,"Wilson, Jean Bingham ",Jean Bingham Wilson,female,,,,OpenLibrary,True
1940," McNeely, Marian Hurd",Marian Hurd McNeely,female,American,1877.0,1930.0,"Wikipedia, OpenLibrary",True
1941,"Sykes, D. F. E.",D. F. E. Sykes,male,,,,Wikidata,True
1942,"Vernon, John Richard",John Richard Vernon,male,British,,1984.0,"OpenLibrary, Wikidata",True
1943,"Munro, Bruce Weston",Bruce Weston Munro,male,Canadian,1966.0,,Wikipedia,True
1944,"Thruston, Lucy M. (Lucy Meacham)",Lucy Meacham Thruston,male,American,1862.0,1938.0,"Wikipedia, OpenLibrary",True
1945,"Doudney, Sarah",Sarah Doudney,female,English,1841.0,1926.0,Wikipedia,True
1946,"Keightley, S. R. (Samuel Robert)",Samuel Robert Keightley,male,"United Kingdom, United Kingdom of Great Britain and Ireland",1859.0,1949.0,"OpenLibrary, Wikidata",True
1947,"Tregarthen, J. C. (John Coulson)",John Coulson Tregarthen,male,British,1854.0,1933.0,Wikipedia,True
1948,"Wayne, Charles Stokes",Charles Stokes Wayne,male,,1858.0,,"Wikipedia, OpenLibrary",True
1949,"Stephens, Kate",Kate Stephens,female,"United States, United Kingdom of Great Britain and Ireland",1853.0,1938.0,"OpenLibrary, Wikidata",True
1950,"Maynard, Theodore",Theodore Maynard,male,"English, American",1890.0,1956.0,Wikipedia,True
1951,"Montgomery, Florence",Florence Montgomery,female,English,1843.0,1923.0,Wikipedia,True
1952,"Bland, Hubert ",Hubert Bland,male,English,1856.0,1914.0,"Wikipedia, OpenLibrary",True
1953,"Huggins, E. L. (Eli Lundy)",Eli Lundy Huggins,male,American,1842.0,1929.0,Wikipedia,True
1954,"Senarens, Luis",Luis Senarens,male,American,1863.0,1939.0,"Wikipedia, Wikidata",True
1955,"McAulay, Allan",Allan McAulay,female,Scottish,1865.0,1963.0,"Wikipedia, Wikidata",True
1956,"Rittenhouse, Jessie Belle",Jessie Belle Rittenhouse,female,American,1869.0,1948.0,"Wikipedia, Wikidata",True
1957,"Courlander, Alphonse",Alphonse Courlander,,,1881.0,1914.0,OpenLibrary,True
1958,"Blackwood, Algernon ",Algernon Blackwood,male,English,1869.0,1951.0,Wikipedia,True
1959," Pearn, V. A. (Violet A.)",Violet A. Pearn,female,,,,Wikidata,True
1960,"Addison, Daniel Dulany",Daniel Dulany Addison,male,American,1863.0,1936.0,"Wikipedia, Wikidata",True
1961,"Mears, Mary M. (Mary Martha)",Mary Martha Mears,female,American,1876.0,1943.0,"Wikipedia, OpenLibrary",True
1962,"Bates, Oric",Oric Bates,male,American,1883.0,1918.0,"Wikipedia, OpenLibrary",True
1963,"Biggers, Earl Derr ",Earl Derr Biggers,male,American,1884.0,1933.0,"Wikipedia, OpenLibrary",True
1964," Ritchie, Robert Welles",Robert Welles Ritchie,male,American,1879.0,1942.0,"Wikipedia, OpenLibrary",True
1965,"Martin, Benjamin Ellis",Benjamin Ellis Martin,,,,1909.0,OpenLibrary,True
1966,"De Lisser, Herbert George",Herbert George De Lisser,male,,1878.0,1944.0,Wikipedia,True
1967,"Glass, Charles Wilder, Mrs.","Charles Wilder, Glass",female,"Polish, American",1906.0,2002.0,Wikipedia,True
1968,"O'Higgins, Harvey Jerrold",Harvey Jerrold O'Higgins,male,"American, Canadian",1876.0,1929.0,"Wikipedia, Wikidata",True
1969,"Patterson, Joseph Medill",Joseph Medill Patterson,male,American,1879.0,1946.0,Wikipedia,True
1970,"Binns, Henry Bryan",Henry Bryan Binns,male,English,1873.0,,"Wikipedia, OpenLibrary",True
1971,"Williams, William Carlos",William Carlos Williams,male,American,1883.0,1963.0,Wikipedia,True
1972,"Adolph, Anna",Anna Adolph,female,United States,1841.0,1917.0,Wikidata,True
1973,"Jay, W. M. L.",W. M. L. Jay,female,United States,1833.0,1909.0,"OpenLibrary, Wikidata",True
1974,"Overton, Gwendolen",Gwendolen Overton,female,,1876.0,1958.0,"OpenLibrary, Wikidata",True
1975,"Coverdale, Henry Standish",Henry Standish Coverdale,male,,,,OpenLibrary,True
1976,"Butler, William Francis, Sir","William Francis, Butler",male,"British, Irish",1838.0,1910.0,Wikipedia,True
1977,"Barton, George",George Barton,male,United Kingdom of Great Britain and Ireland,1866.0,1940.0,"OpenLibrary, Wikidata",True
1978,"Holland, Clive",Clive Holland,male,English,1866.0,1959.0,"Wikipedia, OpenLibrary",True
1979,"Kelly, T. Howard (Thomas Howard)",Thomas Howard Kelly,male,,1895.0,1967.0,OpenLibrary,True
1980,"Ingersoll, Ernest",Ernest Ingersoll,male,American,1852.0,1946.0,"Wikipedia, OpenLibrary, Wikidata",True
1981,"Wilkinson, Marguerite",Marguerite Wilkinson,female,"Canadian, American",1883.0,1928.0,"Wikipedia, Wikidata",True
1982,"Reid, Forrest",Forrest Reid,male,Irish,1875.0,1947.0,Wikipedia,True
1983,"Curtis, David A.",David A. Curtis,male,United States,1846.0,1923.0,"OpenLibrary, Wikidata",True
1984,"Loring, Frederic W. (Frederic Wadsworth)",Frederic Wadsworth Loring,,American,1848.0,1871.0,Wikipedia,True
1985,"Scudder, Horace Elisha",Horace Elisha Scudder,male,American,1838.0,1902.0,Wikipedia,True
1986,"O'Connor, William Douglas",William Douglas O'Connor,male,American,1832.0,1889.0,"Wikipedia, OpenLibrary",True
1987,"Horton, George",George Horton,male,United States,1860.0,1942.0,"OpenLibrary, Wikidata",True
1988,"Langford, George",George Langford,male,United States,1876.0,,"OpenLibrary, Wikidata",True
1989,"Chamberlain, Henry Richardson",Henry Richardson Chamberlain,male,American,1859.0,1911.0,"Wikipedia, OpenLibrary, Wikidata",True
1990,"Lewis, Wyndham",Wyndham Lewis,male,"English, Canadian, British",1882.0,1957.0,Wikipedia,True
1991,"Sheldon, Lurana",Lurana Sheldon,female,American,,,Wikipedia,True
1992,"Payson, William Farquhar",William Farquhar Payson,male,American,1876.0,1939.0,"Wikipedia, OpenLibrary, Wikidata",True
1993,"Flynn, Brian",Brian Flynn,male,English,1885.0,1958.0,"OpenLibrary, Wikidata",True
1994,"Bridges, Roy",Roy Bridges,male,Hungary,1885.0,1952.0,"OpenLibrary, Wikidata",True
1995,"Hartmann, Sadakichi",Sadakichi Hartmann,male,American,1867.0,1944.0,"Wikipedia, Wikidata",True
1996,"Delano, Edith Barnard",Edith Barnard Delano,female,American,1874.0,1946.0,"Wikipedia, OpenLibrary",True
1997,"M'Govan, James",James M'Govan,male,Scottish,1845.0,1919.0,"Wikipedia, Wikidata",True
1998,"Firbank, Ronald",Ronald Firbank,male,English,1886.0,1926.0,Wikipedia,True
1999,"Wynne, Madeline Yale",Madeline Yale Wynne,female,American,1847.0,1918.0,Wikipedia,True
2000,"Wood, Joanna E. (Joanna Ellen)",Joanna Ellen Wood,female,Canadian,1867.0,1927.0,Wikipedia,True
2001,"Tautphoeus, Jemima Montgomery, Baroness","Jemima Montgomery, Tautphoeus",female,"Irish, English",1807.0,1893.0,Wikipedia,True
2002,"Lauder, Thomas Dick, Sir","Thomas Dick, Lauder",male,Scottish,1784.0,1848.0,Wikipedia,True
2003,"Hilliers, Ashton",Ashton Hilliers,male,United Kingdom,1854.0,1941.0,Wikidata,True
2004,"Fritch, Charles E.",Charles E. Fritch,male,American,1927.0,2012.0,"Wikipedia, OpenLibrary",True
2005,"Pickthall, Marjorie L. C. (Marjorie Lowry Christie)",Marjorie Lowry Christie Pickthall,female,Canadian,1883.0,1922.0,Wikipedia,True
2006,"Bodenheim, Maxwell",Maxwell Bodenheim,male,American,1891.0,1954.0,Wikipedia,True
2007,"Crabbe, George",George Crabbe,male,English,1754.0,1832.0,Wikipedia,True
2008,"Morton, John Maddison",John Maddison Morton,male,English,1811.0,1891.0,Wikipedia,True
2009,"Downs, George Sheldon, Mrs.","George Sheldon, Downs",female,American,1843.0,1926.0,Wikipedia,True
2010,"Knox, Ronald Arbuthnott",Ronald Arbuthnott Knox,male,English,1888.0,1957.0,Wikipedia,True
2011,"Dery, Desiderius George",Desiderius George Dery,,,1867.0,,OpenLibrary,True
2012,"Hemingway, Ernest",Ernest Hemingway,male,American,1899.0,1961.0,Wikipedia,True
2013,"Watts, Mary S. (Mary Stanbery)",Mary Stanbery Watts,female,American,1868.0,1958.0,"Wikipedia, Wikidata",True
2014,"Fyleman, Rose",Rose Fyleman,female,English,1877.0,1957.0,"Wikipedia, OpenLibrary",True
2015,"Darlington, W. A. (William Aubrey)",William Aubrey Darlington,male,British,1890.0,1979.0,"Wikipedia, Wikidata",True
2016,"Sabin, Edwin L. (Edwin Legrand)",Edwin Legrand Sabin,male,American,1870.0,1952.0,"Wikipedia, Wikidata",True
2017,"Pryde, David",David Pryde,male,"United Kingdom, United Kingdom of Great Britain and Ireland",1834.0,1907.0,"OpenLibrary, Wikidata",True
2018,"Crofts, Freeman Wills",Freeman Wills Crofts,male,"Irish, French",1879.0,1957.0,"Wikipedia, OpenLibrary",True
2019,"MacDonald, Ronald",Ronald MacDonald,male,Canada,1860.0,1933.0,"OpenLibrary, Wikidata",True
2020,"Garstin, Crosbie",Crosbie Garstin,male,British,1887.0,1930.0,"Wikipedia, Wikidata",True
2021,"Thomas, Rowland",Rowland Thomas,male,,1879.0,1698.0,"OpenLibrary, Wikidata",True
2022,"Brainerd, Eleanor Hoyt",Eleanor Hoyt Brainerd,female,American,1868.0,1942.0,"Wikipedia, OpenLibrary",True
2023,"Field, George Blackstone",George Blackstone Field,,,1883.0,1952.0,OpenLibrary,True
2024,"Walsh, A. Stewart (Alexander Stewart)",Alexander Stewart Walsh,,,,,,False
2025,"Haviland-Taylor, Katharine",Katharine Haviland-Taylor,female,American,1891.0,1941.0,Wikipedia,True
2026,"Escott, T. H. S. (Thomas Hay Sweet)",Thomas Hay Sweet Escott,male,English,1844.0,1924.0,"Wikipedia, OpenLibrary, Wikidata",True
2027,"Meloney, William Brown",William Brown Meloney,male,United States,1878.0,1925.0,"OpenLibrary, Wikidata",True
2028,"Barclay, Florence L. (Florence Louisa)",Florence Louisa Barclay,female,English,1862.0,1921.0,"Wikipedia, Wikidata",True
2029,"Carr-Harris, Bertha",Bertha Carr-Harris,female,,1863.0,1949.0,"OpenLibrary, Wikidata",True
2030,"Cornford, Frances Darwin",Frances Darwin Cornford,,English,1886.0,1960.0,Wikipedia,True
2031,"Judson, Jeanne",Jeanne Judson,female,American,1890.0,1981.0,"Wikipedia, OpenLibrary, Wikidata",True
2032,"Besier, Rudolf",Rudolf Besier,male,United Kingdom,1878.0,1942.0,"OpenLibrary, Wikidata",True
2033,"Lockwood, Ingersoll",Ingersoll Lockwood,male,American,1841.0,1918.0,Wikipedia,True
2034,"Barry, John Arthur",John Arthur Barry,male,Australia,1850.0,1911.0,"OpenLibrary, Wikidata",True
2035,"Conwell, Russell H.",Russell H. Conwell,male,American,1843.0,1925.0,Wikipedia,True
2036,"Wolff, Adolf",Adolf Wolff,male,Kingdom of Württemberg,1883.0,1944.0,"Wikipedia, Wikidata",True
