Etext Number,Type,Issued,Title,Language,LoCC,Bookshelves,Authors,rights,Subjects,Read online (web),EPUB3 (E-readers incl. Send-to-Kindle),EPUB (older E-readers),"EPUB (no images, older E-readers)",Kindle,Kindle (E-readers incl. Send-to-Kindle),"Kindle (no images, older E-readers)",Plain Text UTF-8,Download HTML(zip),Resource Description Framework (RDF),Other Links,published_year,Opium Keywords
69124,Text,2022-10-10,The hellflower,en,PS,Browsing: Science-Fiction & Fantasy; Browsing: Fiction,"Smith, George O. (George Oliver)",Public domain in the USA.,Drug addicts -- Fiction ; Human-alien encounters -- Fiction ; Science fiction ; Space ships -- Fiction ; PS ; Man-woman relationships -- Fiction ; Drug traffic -- Fiction,https://www.gutenberg.org/ebooks/69124.html.images,https://www.gutenberg.org/ebooks/69124.epub3.images,https://www.gutenberg.org/ebooks/69124.epub.images,https://www.gutenberg.org/ebooks/69124.epub.noimages,https://www.gutenberg.org/ebooks/69124.kf8.images,https://www.gutenberg.org/ebooks/69124.kindle.images,,https://www.gutenberg.org/ebooks/69124.txt.utf-8,https://www.gutenberg.org/cache/epub/69124/pg69124-h.zip,https://www.gutenberg.org/ebooks/69124.rdf,https://www.gutenberg.org/cache/epub/69124/pg69124.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/69124/pg69124.cover.small.jpg ; https://www.gutenberg.org/files/69124/69124-0.txt ; https://www.gutenberg.org/files/69124/69124-h/69124-h.htm,1952,"['heroin', 'narcotic']"
69125,Text,2022-10-10,The higher education of women,en,LC,Browsing: Gender & Sexuality Studies; Browsing: History - British; Browsing: Teaching & Education,"Davies, Emily",Public domain in the USA.,LC ; Women -- Education (Higher) -- Great Britain,https://www.gutenberg.org/ebooks/69125.html.images,https://www.gutenberg.org/ebooks/69125.epub3.images,https://www.gutenberg.org/ebooks/69125.epub.images,https://www.gutenberg.org/ebooks/69125.epub.noimages,https://www.gutenberg.org/ebooks/69125.kf8.images,https://www.gutenberg.org/ebooks/69125.kindle.images,,https://www.gutenberg.org/ebooks/69125.txt.utf-8,https://www.gutenberg.org/cache/epub/69125/pg69125-h.zip,https://www.gutenberg.org/ebooks/69125.rdf,https://www.gutenberg.org/cache/epub/69125/pg69125.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/69125/pg69125.cover.small.jpg ; https://www.gutenberg.org/files/69125/69125-0.txt ; https://www.gutenberg.org/files/69125/69125-h/69125-h.htm,1868,['heroin']
69149,Text,2022-10-13,The woman of mystery,en,PQ,Browsing: Literature; Browsing: Fiction,"Ohnet, Georges",Public domain in the USA.,PQ ; French fiction -- Translations into English,https://www.gutenberg.org/ebooks/69149.html.images,https://www.gutenberg.org/ebooks/69149.epub3.images,https://www.gutenberg.org/ebooks/69149.epub.images,https://www.gutenberg.org/ebooks/69149.epub.noimages,https://www.gutenberg.org/ebooks/69149.kf8.images,https://www.gutenberg.org/ebooks/69149.kindle.images,,https://www.gutenberg.org/ebooks/69149.txt.utf-8,https://www.gutenberg.org/cache/epub/69149/pg69149-h.zip,https://www.gutenberg.org/ebooks/69149.rdf,https://www.gutenberg.org/files/69149/69149-h/69149-h.htm ; https://www.gutenberg.org/cache/epub/69149/pg69149.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/69149/pg69149.cover.small.jpg ; https://www.gutenberg.org/files/69149/69149-0.txt,1908,['black smoke']
69167,Text,2022-10-16,Body-snatching,en,RA,Browsing: Health & Medicine; Browsing: Science - General,Anonymous,Public domain in the USA.,Anatomy ; Surgery ; Body snatching ; RA,https://www.gutenberg.org/ebooks/69167.html.images,https://www.gutenberg.org/ebooks/69167.epub3.images,https://www.gutenberg.org/ebooks/69167.epub.images,https://www.gutenberg.org/ebooks/69167.epub.noimages,https://www.gutenberg.org/ebooks/69167.kf8.images,https://www.gutenberg.org/ebooks/69167.kindle.images,,https://www.gutenberg.org/ebooks/69167.txt.utf-8,https://www.gutenberg.org/cache/epub/69167/pg69167-h.zip,https://www.gutenberg.org/ebooks/69167.rdf,https://www.gutenberg.org/files/69167/69167-h/69167-h.htm ; https://www.gutenberg.org/cache/epub/69167/pg69167.cover.small.jpg ; https://www.gutenberg.org/files/69167/69167-0.txt ; https://www.gutenberg.org/cache/epub/69167/pg69167.cover.medium.jpg,1886,['narcotic']
69191,Text,2022-10-21,The cave girl,en,PS,Browsing: Culture/Civilization/Society; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,"Burroughs, Edgar Rice",Public domain in the USA.,Cave dwellers -- Fiction ; Science fiction ; Adventure stories ; Islands -- Fiction ; Survival -- Fiction ; PS ; Oceania -- Fiction,https://www.gutenberg.org/ebooks/69191.html.images,https://www.gutenberg.org/ebooks/69191.epub3.images,https://www.gutenberg.org/ebooks/69191.epub.images,https://www.gutenberg.org/ebooks/69191.epub.noimages,https://www.gutenberg.org/ebooks/69191.kf8.images,https://www.gutenberg.org/ebooks/69191.kindle.images,,https://www.gutenberg.org/ebooks/69191.txt.utf-8,https://www.gutenberg.org/cache/epub/69191/pg69191-h.zip,https://www.gutenberg.org/ebooks/69191.rdf,https://www.gutenberg.org/cache/epub/69191/pg69191.cover.medium.jpg ; https://www.gutenberg.org/files/69191/69191-h/69191-h.htm ; https://www.gutenberg.org/cache/epub/69191/pg69191.cover.small.jpg ; https://www.gutenberg.org/files/69191/69191-0.txt,1956,['black smoke']
69198,Text,2022-10-21,A bird of passage,en,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Croker, B. M. (Bithia Mary)",Public domain in the USA.,Fathers and daughters -- Fiction ; Young women -- Fiction ; British -- Ireland -- Fiction ; British -- India -- Fiction ; Man-woman relationships -- Fiction ; PR,https://www.gutenberg.org/ebooks/69198.html.images,https://www.gutenberg.org/ebooks/69198.epub3.images,https://www.gutenberg.org/ebooks/69198.epub.images,https://www.gutenberg.org/ebooks/69198.epub.noimages,https://www.gutenberg.org/ebooks/69198.kf8.images,https://www.gutenberg.org/ebooks/69198.kindle.images,,https://www.gutenberg.org/ebooks/69198.txt.utf-8,https://www.gutenberg.org/cache/epub/69198/pg69198-h.zip,https://www.gutenberg.org/ebooks/69198.rdf,https://www.gutenberg.org/cache/epub/69198/pg69198.cover.small.jpg ; https://www.gutenberg.org/files/69198/69198-0.txt ; https://www.gutenberg.org/files/69198/69198-h/69198-h.htm ; https://www.gutenberg.org/cache/epub/69198/pg69198.cover.medium.jpg,1873,['heroin']
69208,Text,2022-10-22,Sir Lawrence Alma Tadema,en,ND,Browsing: Art & Photography,"Zimmern, Helen",Public domain in the USA.,"Alma-Tadema, Lawrence, 1836-1912 -- Criticism and interpretation ; ND",https://www.gutenberg.org/ebooks/69208.html.images,https://www.gutenberg.org/ebooks/69208.epub3.images,https://www.gutenberg.org/ebooks/69208.epub.images,https://www.gutenberg.org/ebooks/69208.epub.noimages,https://www.gutenberg.org/ebooks/69208.kf8.images,https://www.gutenberg.org/ebooks/69208.kindle.images,,https://www.gutenberg.org/ebooks/69208.txt.utf-8,https://www.gutenberg.org/cache/epub/69208/pg69208-h.zip,https://www.gutenberg.org/ebooks/69208.rdf,https://www.gutenberg.org/cache/epub/69208/pg69208.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/69208/pg69208.cover.small.jpg ; https://www.gutenberg.org/files/69208/69208-h/69208-h.htm ; https://www.gutenberg.org/files/69208/69208-0.txt,1886,['poppy']
69268,Text,2022-10-30,Over the border,en,PS,Browsing: Literature; Browsing: Fiction,"Robertson, Morgan",Public domain in the USA.,"Short stories, American ; American fiction -- 20th century ; PS",https://www.gutenberg.org/ebooks/69268.html.images,https://www.gutenberg.org/ebooks/69268.epub3.images,https://www.gutenberg.org/ebooks/69268.epub.images,https://www.gutenberg.org/ebooks/69268.epub.noimages,https://www.gutenberg.org/ebooks/69268.kf8.images,https://www.gutenberg.org/ebooks/69268.kindle.images,,https://www.gutenberg.org/ebooks/69268.txt.utf-8,https://www.gutenberg.org/cache/epub/69268/pg69268-h.zip,https://www.gutenberg.org/ebooks/69268.rdf,https://www.gutenberg.org/cache/epub/69268/pg69268.cover.small.jpg ; https://www.gutenberg.org/files/69268/69268-h/69268-h.htm ; https://www.gutenberg.org/files/69268/69268-0.txt ; https://www.gutenberg.org/cache/epub/69268/pg69268.cover.medium.jpg,1849,"['heroin', 'narcotic', 'soporific']"
69281,Text,2022-11-01,The secret spring,en,PQ,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction,"Benoît, Pierre",Public domain in the USA.,French -- Germany -- Fiction ; PQ ; Nobility -- Germany -- Fiction ; Mystery fiction ; French fiction -- Translations into English,https://www.gutenberg.org/ebooks/69281.html.images,https://www.gutenberg.org/ebooks/69281.epub3.images,https://www.gutenberg.org/ebooks/69281.epub.images,https://www.gutenberg.org/ebooks/69281.epub.noimages,https://www.gutenberg.org/ebooks/69281.kf8.images,https://www.gutenberg.org/ebooks/69281.kindle.images,,https://www.gutenberg.org/ebooks/69281.txt.utf-8,https://www.gutenberg.org/cache/epub/69281/pg69281-h.zip,https://www.gutenberg.org/ebooks/69281.rdf,https://www.gutenberg.org/files/69281/69281-h/69281-h.htm ; https://www.gutenberg.org/cache/epub/69281/pg69281.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/69281/pg69281.cover.small.jpg ; https://www.gutenberg.org/files/69281/69281-0.txt,1753,['heroin']
69297,Text,2022-11-06,Tales for Christmas Eve,en,PR,Browsing: Literature; Browsing: Religion/Spirituality/Paranormal; Browsing: Science-Fiction & Fantasy; Browsing: Fiction,"Broughton, Rhoda",Public domain in the USA.,Short stories ; Paranormal fiction ; Ghost stories ; Fantasy fiction ; PR,https://www.gutenberg.org/ebooks/69297.html.images,https://www.gutenberg.org/ebooks/69297.epub3.images,https://www.gutenberg.org/ebooks/69297.epub.images,https://www.gutenberg.org/ebooks/69297.epub.noimages,https://www.gutenberg.org/ebooks/69297.kf8.images,https://www.gutenberg.org/ebooks/69297.kindle.images,,https://www.gutenberg.org/ebooks/69297.txt.utf-8,https://www.gutenberg.org/cache/epub/69297/pg69297-h.zip,https://www.gutenberg.org/ebooks/69297.rdf,https://www.gutenberg.org/files/69297/69297-0.txt ; https://www.gutenberg.org/files/69297/69297-h/69297-h.htm ; https://www.gutenberg.org/cache/epub/69297/pg69297.cover.small.jpg ; https://www.gutenberg.org/cache/epub/69297/pg69297.cover.medium.jpg,1867,"['heroin', 'black smoke']"
69305,Text,2022-11-07,Rossetti,en,ND,Browsing: Art & Photography; Browsing: Culture/Civilization/Society,"Marillier, H. C. (Henry Currie)",Public domain in the USA.,"Rossetti, Dante Gabriel, 1828-1882 ; Pre-Raphaelitism -- Great Britain ; ND",https://www.gutenberg.org/ebooks/69305.html.images,https://www.gutenberg.org/ebooks/69305.epub3.images,https://www.gutenberg.org/ebooks/69305.epub.images,https://www.gutenberg.org/ebooks/69305.epub.noimages,https://www.gutenberg.org/ebooks/69305.kf8.images,https://www.gutenberg.org/ebooks/69305.kindle.images,,https://www.gutenberg.org/ebooks/69305.txt.utf-8,https://www.gutenberg.org/cache/epub/69305/pg69305-h.zip,https://www.gutenberg.org/ebooks/69305.rdf,https://www.gutenberg.org/files/69305/69305-0.txt ; https://www.gutenberg.org/files/69305/69305-h/69305-h.htm ; https://www.gutenberg.org/cache/epub/69305/pg69305.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/69305/pg69305.cover.small.jpg,1789,"['laudanum', 'poppy']"
69345,Text,2022-11-14,The mother's book,en,HQ,Browsing: Culture/Civilization/Society; Browsing: Parenthood & Family Relations; Browsing: Teaching & Education,"Child, Lydia Maria",Public domain in the USA.,Mother and child ; HQ ; Child rearing ; Children -- Conduct of life,https://www.gutenberg.org/ebooks/69345.html.images,https://www.gutenberg.org/ebooks/69345.epub3.images,https://www.gutenberg.org/ebooks/69345.epub.images,https://www.gutenberg.org/ebooks/69345.epub.noimages,https://www.gutenberg.org/ebooks/69345.kf8.images,https://www.gutenberg.org/ebooks/69345.kindle.images,,https://www.gutenberg.org/ebooks/69345.txt.utf-8,https://www.gutenberg.org/cache/epub/69345/pg69345-h.zip,https://www.gutenberg.org/ebooks/69345.rdf,https://www.gutenberg.org/files/69345/69345-h/69345-h.htm ; https://www.gutenberg.org/cache/epub/69345/pg69345.cover.small.jpg ; https://www.gutenberg.org/cache/epub/69345/pg69345.cover.medium.jpg ; https://www.gutenberg.org/files/69345/69345-0.txt,1917,['heroin']
69355,Text,2022-11-15,Footing it in Franconia,en,F001; QH,Browsing: History - American; Browsing: Nature/Gardening/Animals; Browsing: Travel & Geography,"Torrey, Bradford",Public domain in the USA.,White Mountains (N.H. and Me.) ; QH ; Natural history -- Outdoor books ; Franconia Mountains (N.H.) ; F001,https://www.gutenberg.org/ebooks/69355.html.images,https://www.gutenberg.org/ebooks/69355.epub3.images,https://www.gutenberg.org/ebooks/69355.epub.images,https://www.gutenberg.org/ebooks/69355.epub.noimages,https://www.gutenberg.org/ebooks/69355.kf8.images,https://www.gutenberg.org/ebooks/69355.kindle.images,,https://www.gutenberg.org/ebooks/69355.txt.utf-8,https://www.gutenberg.org/cache/epub/69355/pg69355-h.zip,https://www.gutenberg.org/ebooks/69355.rdf,https://www.gutenberg.org/files/69355/69355-h/69355-h.htm ; https://www.gutenberg.org/cache/epub/69355/pg69355.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/69355/pg69355.cover.small.jpg ; https://www.gutenberg.org/files/69355/69355-0.txt,1911,['heroin']
69383,Text,2022-11-19,In Old Madras,en,PR,Browsing: Fiction,"Croker, B. M. (Bithia Mary)",Public domain in the USA.,"Madras (India) ; India -- History -- British occupation, 1765-1947 -- Fiction ; British -- India -- Fiction ; PR ; Missing persons -- Fiction",https://www.gutenberg.org/ebooks/69383.html.images,https://www.gutenberg.org/ebooks/69383.epub3.images,https://www.gutenberg.org/ebooks/69383.epub.images,https://www.gutenberg.org/ebooks/69383.epub.noimages,https://www.gutenberg.org/ebooks/69383.kf8.images,https://www.gutenberg.org/ebooks/69383.kindle.images,,https://www.gutenberg.org/ebooks/69383.txt.utf-8,https://www.gutenberg.org/cache/epub/69383/pg69383-h.zip,https://www.gutenberg.org/ebooks/69383.rdf,https://www.gutenberg.org/files/69383/69383-0.txt ; https://www.gutenberg.org/files/69383/69383-h/69383-h.htm ; https://www.gutenberg.org/cache/epub/69383/pg69383.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/69383/pg69383.cover.small.jpg,1900,['heroin']
69404,Text,2022-11-22,You can't win,en,HV,Browsing: Biographies; Browsing: Crime/Mystery; Browsing: Sociology,"Black, Jack",Public domain in the USA.,"Criminals -- United States -- Biography ; Black, Jack, 1871-1932 ; Criminals -- Canada -- Biography ; HV",https://www.gutenberg.org/ebooks/69404.html.images,https://www.gutenberg.org/ebooks/69404.epub3.images,https://www.gutenberg.org/ebooks/69404.epub.images,https://www.gutenberg.org/ebooks/69404.epub.noimages,https://www.gutenberg.org/ebooks/69404.kf8.images,https://www.gutenberg.org/ebooks/69404.kindle.images,,https://www.gutenberg.org/ebooks/69404.txt.utf-8,https://www.gutenberg.org/cache/epub/69404/pg69404-h.zip,https://www.gutenberg.org/ebooks/69404.rdf,https://www.gutenberg.org/files/69404/69404-h/69404-h.htm ; https://www.gutenberg.org/cache/epub/69404/pg69404.cover.small.jpg ; https://www.gutenberg.org/cache/epub/69404/pg69404.cover.medium.jpg ; https://www.gutenberg.org/files/69404/69404-0.txt,1861,"['opium', 'morphine']"
69427,Text,2022-11-26,Stonepastures,en,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Stuart, Eleanor",Public domain in the USA.,Mines and mineral resources -- Fiction ; City and town life -- Fiction ; PS ; Pennsylvania -- Fiction,https://www.gutenberg.org/ebooks/69427.html.images,https://www.gutenberg.org/ebooks/69427.epub3.images,https://www.gutenberg.org/ebooks/69427.epub.images,https://www.gutenberg.org/ebooks/69427.epub.noimages,https://www.gutenberg.org/ebooks/69427.kf8.images,https://www.gutenberg.org/ebooks/69427.kindle.images,,https://www.gutenberg.org/ebooks/69427.txt.utf-8,https://www.gutenberg.org/cache/epub/69427/pg69427-h.zip,https://www.gutenberg.org/ebooks/69427.rdf,https://www.gutenberg.org/files/69427/69427-0.txt ; https://www.gutenberg.org/cache/epub/69427/pg69427.cover.small.jpg ; https://www.gutenberg.org/files/69427/69427-h/69427-h.htm ; https://www.gutenberg.org/cache/epub/69427/pg69427.cover.medium.jpg,1895,['heroin']
69429,Text,2022-11-27,Perch of the Devil,en,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Atherton, Gertrude Franklin Horn",Public domain in the USA.,Spouses -- Fiction ; Butte (Mont.) -- Fiction ; PS ; Social classes -- Fiction,https://www.gutenberg.org/ebooks/69429.html.images,https://www.gutenberg.org/ebooks/69429.epub3.images,https://www.gutenberg.org/ebooks/69429.epub.images,https://www.gutenberg.org/ebooks/69429.epub.noimages,https://www.gutenberg.org/ebooks/69429.kf8.images,https://www.gutenberg.org/ebooks/69429.kindle.images,,https://www.gutenberg.org/ebooks/69429.txt.utf-8,https://www.gutenberg.org/cache/epub/69429/pg69429-h.zip,https://www.gutenberg.org/ebooks/69429.rdf,https://www.gutenberg.org/files/69429/69429-0.txt ; https://www.gutenberg.org/cache/epub/69429/pg69429.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/69429/pg69429.cover.small.jpg ; https://www.gutenberg.org/files/69429/69429-h/69429-h.htm,1908,"['heroin', 'poppy']"
69446,Text,2022-11-30,The Massarenes,en,PR,Browsing: Culture/Civilization/Society; Browsing: History - British; Browsing: Literature; Browsing: Fiction,Ouida,Public domain in the USA.,Aristocracy (Social class) -- England -- Fiction ; Rich people -- Fiction ; England -- Social conditions -- 19th century -- Fiction ; PR,https://www.gutenberg.org/ebooks/69446.html.images,https://www.gutenberg.org/ebooks/69446.epub3.images,https://www.gutenberg.org/ebooks/69446.epub.images,https://www.gutenberg.org/ebooks/69446.epub.noimages,https://www.gutenberg.org/ebooks/69446.kf8.images,https://www.gutenberg.org/ebooks/69446.kindle.images,,https://www.gutenberg.org/ebooks/69446.txt.utf-8,https://www.gutenberg.org/cache/epub/69446/pg69446-h.zip,https://www.gutenberg.org/ebooks/69446.rdf,https://www.gutenberg.org/cache/epub/69446/pg69446.cover.medium.jpg ; https://www.gutenberg.org/files/69446/69446-0.txt ; https://www.gutenberg.org/files/69446/69446-h/69446-h.htm ; https://www.gutenberg.org/cache/epub/69446/pg69446.cover.small.jpg,1894,"['heroin', 'anodyne', 'opium']"
69499,Text,2022-12-08,"Anne Hyde, Duchess of York",en,DA,Browsing: Biographies; Browsing: History - British,"Henslowe, J. R.",Public domain in the USA.,"Nobility -- Great Britain -- Biography ; Great Britain -- Court and courtiers -- History -- 17th century ; York, Anne Hyde, Duchess of, 1637-1671 ; DA",https://www.gutenberg.org/ebooks/69499.html.images,https://www.gutenberg.org/ebooks/69499.epub3.images,https://www.gutenberg.org/ebooks/69499.epub.images,https://www.gutenberg.org/ebooks/69499.epub.noimages,https://www.gutenberg.org/ebooks/69499.kf8.images,https://www.gutenberg.org/ebooks/69499.kindle.images,,https://www.gutenberg.org/ebooks/69499.txt.utf-8,https://www.gutenberg.org/cache/epub/69499/pg69499-h.zip,https://www.gutenberg.org/ebooks/69499.rdf,https://www.gutenberg.org/files/69499/69499-0.txt ; https://www.gutenberg.org/cache/epub/69499/pg69499.cover.small.jpg ; https://www.gutenberg.org/files/69499/69499-h/69499-h.htm ; https://www.gutenberg.org/cache/epub/69499/pg69499.cover.medium.jpg,1784,['heroin']
